division_id,division_label,source_division_id,source_division_label,season_code,season_year,season_term,game_id,game_url,table_index,team_name,team_lineage_id,team_season_id,pts,reb,ast,stl,blk,fgm,fga,fg%,3pm,3pa,3p%,ftm,fta,ft%,tov,pf
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024W,2024,W,4-pwc-vino-vs-5-most-hated,https://tdlbasketball.com/event/4-pwc-vino-vs-5-most-hated/,2,Frontrunners,premier_wednesdays:frontrunners,premier_wednesdays:frontrunners:2024W,80,34,21,10,8,28,61,0.459,7,23,0.304,17,28,0.607,10,18
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025F,2025,F,4-the-bad-guys-vs-7-hoop-fuel-nutrition,https://tdlbasketball.com/event/4-the-bad-guys-vs-7-hoop-fuel-nutrition/,1,The Bad Guys,premier_wednesdays:the-bad-guys,premier_wednesdays:the-bad-guys:2025F,88,21,23,11,2,28,61,0.459,15,36,0.417,17,21,0.81,11,16
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025F,2025,F,4-the-bad-guys-vs-7-hoop-fuel-nutrition,https://tdlbasketball.com/event/4-the-bad-guys-vs-7-hoop-fuel-nutrition/,2,Hoop Fuel Nutrition,premier_wednesdays:hoop-fuel-nutrition,premier_wednesdays:hoop-fuel-nutrition:2025F,101,46,22,7,5,35,63,0.556,14,26,0.538,17,41,0.415,16,12
d3_sundays,D3 Sundays,d3_mondays,D3 Mondays,2021F,2021,F,50-shades-of-klay-vs-two-bridges,https://tdlbasketball.com/event/50-shades-of-klay-vs-two-bridges/,1,50 Shades of Klay,d3_sundays:50-shades-of-klay,d3_sundays:50-shades-of-klay:2021F,37,42,8,11,2,17,68,0.25,0,25,0.0,3,7,0.429,11,11
d3_sundays,D3 Sundays,d3_mondays,D3 Mondays,2021F,2021,F,50-shades-of-klay-vs-two-bridges,https://tdlbasketball.com/event/50-shades-of-klay-vs-two-bridges/,2,Two Bridges Elite,d3_sundays:two-bridges-elite,d3_sundays:two-bridges-elite:2021F,42,36,9,8,6,17,51,0.333,2,15,0.133,6,11,0.545,17,9
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024F,2024,F,8-expensive-league-vs-9-most-hated,https://tdlbasketball.com/event/8-expensive-league-vs-9-most-hated/,1,Expensive League,premier_wednesdays:expensive-league,premier_wednesdays:expensive-league:2024F,79,35,10,7,5,22,48,0.458,7,18,0.389,28,42,0.667,12,14
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024F,2024,F,8-expensive-league-vs-9-most-hated,https://tdlbasketball.com/event/8-expensive-league-vs-9-most-hated/,2,Frontrunners,premier_wednesdays:frontrunners,premier_wednesdays:frontrunners:2024F,69,25,14,6,2,24,59,0.407,9,27,0.333,12,16,0.75,9,20
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024W,2024,W,alligator-alliance-vs-most-hated-2,https://tdlbasketball.com/event/alligator-alliance-vs-most-hated-2/,1,Alligator Alliance,premier_wednesdays:alligator-alliance,premier_wednesdays:alligator-alliance:2024W,60,37,13,5,4,19,63,0.302,10,31,0.323,12,22,0.545,10,13
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024W,2024,W,alligator-alliance-vs-most-hated-2,https://tdlbasketball.com/event/alligator-alliance-vs-most-hated-2/,2,Frontrunners,premier_wednesdays:frontrunners,premier_wednesdays:frontrunners:2024W,56,39,15,4,5,22,56,0.393,3,19,0.158,9,19,0.474,11,21
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025F,2025,F,arc-angels-vs-infinite-potential,https://tdlbasketball.com/event/arc-angels-vs-infinite-potential/,1,Arc Angels,d2_sundays:arc-angels,d2_sundays:arc-angels:2025F,65,35,17,10,3,25,59,0.424,9,29,0.31,6,11,0.545,17,6
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025F,2025,F,arc-angels-vs-infinite-potential,https://tdlbasketball.com/event/arc-angels-vs-infinite-potential/,2,Infinite Potential,d2_sundays:infinite-potential,d2_sundays:infinite-potential:2025F,68,41,19,8,5,27,75,0.36,10,23,0.435,4,6,0.667,16,6
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025F,2025,F,big-baller-boyz-vs-infinite-potential,https://tdlbasketball.com/event/big-baller-boyz-vs-infinite-potential/,1,Big Baller Boyz,d2_sundays:big-baller-boyz,d2_sundays:big-baller-boyz:2025F,78,31,19,14,1,27,77,0.351,17,50,0.34,7,15,0.467,13,9
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025F,2025,F,big-baller-boyz-vs-infinite-potential,https://tdlbasketball.com/event/big-baller-boyz-vs-infinite-potential/,2,Infinite Potential,d2_sundays:infinite-potential,d2_sundays:infinite-potential:2025F,84,45,27,9,5,33,67,0.493,8,22,0.364,10,15,0.667,20,11
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025F,2025,F,brookhattan-bankers-vs-the-bad-guys,https://tdlbasketball.com/event/brookhattan-bankers-vs-the-bad-guys/,1,Brookhattan Bankers,premier_wednesdays:brookhattan-bankers,premier_wednesdays:brookhattan-bankers:2025F,55,32,12,7,4,17,51,0.333,11,23,0.478,10,14,0.714,16,15
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025F,2025,F,brookhattan-bankers-vs-the-bad-guys,https://tdlbasketball.com/event/brookhattan-bankers-vs-the-bad-guys/,2,The Bad Guys,premier_wednesdays:the-bad-guys,premier_wednesdays:the-bad-guys:2025F,70,41,16,13,10,27,65,0.415,7,26,0.269,9,12,0.75,11,11
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025Su,2025,SU,hoop-forever-vs-the-bad-guys,https://tdlbasketball.com/event/hoop-forever-vs-the-bad-guys/,1,Hoop Forever,premier_wednesdays:hoop-forever,premier_wednesdays:hoop-forever:2025Su,107,40,30,5,1,42,72,0.583,17,40,0.425,6,8,0.75,6,6
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025Su,2025,SU,hoop-forever-vs-the-bad-guys,https://tdlbasketball.com/event/hoop-forever-vs-the-bad-guys/,2,The Bad Guys,premier_wednesdays:the-bad-guys,premier_wednesdays:the-bad-guys:2025Su,81,32,17,4,3,31,72,0.431,15,39,0.385,4,7,0.571,8,11
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025Su,2025,SU,infinite-potential-vs-bta,https://tdlbasketball.com/event/infinite-potential-vs-bta/,1,Infinite Potential,d2_sundays:infinite-potential,d2_sundays:infinite-potential:2025Su,77,46,21,14,6,33,77,0.429,21,22,0.955,6,8,0.75,6,14
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025Su,2025,SU,infinite-potential-vs-bta,https://tdlbasketball.com/event/infinite-potential-vs-bta/,2,BTA,d2_sundays:bta,d2_sundays:bta:2025Su,82,41,27,6,6,35,67,0.522,7,25,0.28,5,13,0.385,16,8
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025F,2025,F,infinite-potential-vs-ctrl-alt-del,https://tdlbasketball.com/event/infinite-potential-vs-ctrl-alt-del/,1,Infinite Potential,d2_sundays:infinite-potential,d2_sundays:infinite-potential:2025F,69,36,18,9,2,25,69,0.362,8,25,0.32,11,17,0.647,9,13
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025F,2025,F,infinite-potential-vs-ctrl-alt-del,https://tdlbasketball.com/event/infinite-potential-vs-ctrl-alt-del/,2,CTRL ALT DEL,d2_sundays:ctrl-alt-del,d2_sundays:ctrl-alt-del:2025F,63,40,19,2,5,24,57,0.421,6,20,0.3,9,20,0.45,16,11
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025F,2025,F,infinite-potential-vs-gotham-select-2,https://tdlbasketball.com/event/infinite-potential-vs-gotham-select-2/,1,Infinite Potential,d2_sundays:infinite-potential,d2_sundays:infinite-potential:2025F,76,49,20,11,2,30,81,0.37,10,26,0.385,6,7,0.857,7,4
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025F,2025,F,infinite-potential-vs-gotham-select-2,https://tdlbasketball.com/event/infinite-potential-vs-gotham-select-2/,2,Gotham Select,d2_sundays:gotham-select,d2_sundays:gotham-select:2025F,65,42,17,4,4,25,65,0.385,11,35,0.314,4,6,0.667,11,7
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025Su,2025,SU,infinite-potential-vs-gotham-select,https://tdlbasketball.com/event/infinite-potential-vs-gotham-select/,1,Infinite Potential,d2_sundays:infinite-potential,d2_sundays:infinite-potential:2025Su,76,38,15,8,3,29,62,0.468,6,22,0.273,12,16,0.75,8,9
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025Su,2025,SU,infinite-potential-vs-gotham-select,https://tdlbasketball.com/event/infinite-potential-vs-gotham-select/,2,Gotham Select,d2_sundays:gotham-select,d2_sundays:gotham-select:2025Su,61,35,16,5,6,22,62,0.355,9,31,0.29,8,16,0.5,13,8
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025F,2025,F,infinite-potential-vs-hoop-prophets,https://tdlbasketball.com/event/infinite-potential-vs-hoop-prophets/,1,Infinite Potential,d2_sundays:infinite-potential,d2_sundays:infinite-potential:2025F,58,44,16,11,1,24,74,0.324,5,29,0.172,5,8,0.625,19,15
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025F,2025,F,infinite-potential-vs-hoop-prophets,https://tdlbasketball.com/event/infinite-potential-vs-hoop-prophets/,2,Hoop Prophets,d2_sundays:hoop-prophets,d2_sundays:hoop-prophets:2025F,62,39,14,14,7,23,66,0.348,5,29,0.172,11,22,0.5,17,6
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025Su,2025,SU,infinite-potential-vs-joyful-occasions,https://tdlbasketball.com/event/infinite-potential-vs-joyful-occasions/,1,Infinite Potential,d2_sundays:infinite-potential,d2_sundays:infinite-potential:2025Su,69,42,20,6,3,23,58,0.397,14,15,0.933,15,14,1.071,9,13
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025Su,2025,SU,infinite-potential-vs-joyful-occasions,https://tdlbasketball.com/event/infinite-potential-vs-joyful-occasions/,2,Joyful Occasions,d2_sundays:joyful-occasions,d2_sundays:joyful-occasions:2025Su,66,41,14,6,1,24,64,0.375,3,30,0.1,15,22,0.682,9,10
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025Su,2025,SU,infinite-potential-vs-petty-gang,https://tdlbasketball.com/event/infinite-potential-vs-petty-gang/,1,Infinite Potential,d2_sundays:infinite-potential,d2_sundays:infinite-potential:2025Su,70,51,22,6,9,26,69,0.377,7,25,0.28,9,14,0.643,11,6
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025Su,2025,SU,infinite-potential-vs-petty-gang,https://tdlbasketball.com/event/infinite-potential-vs-petty-gang/,2,Petty Gang,d2_sundays:petty-gang,d2_sundays:petty-gang:2025Su,61,45,13,9,2,23,76,0.303,9,35,0.257,6,13,0.462,9,6
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2026W,2026,W,layups-only-vs-big-bullies,https://tdlbasketball.com/event/layups-only-vs-big-bullies/,1,Layups Only,d2_sundays:layups-only,d2_sundays:layups-only:2026W,54,42,16,5,1,21,65,0.323,9,31,0.29,3,5,0.6,18,12
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2026W,2026,W,layups-only-vs-big-bullies,https://tdlbasketball.com/event/layups-only-vs-big-bullies/,2,Big Bullies,d2_sundays:big-bullies,d2_sundays:big-bullies:2026W,66,44,13,10,11,26,70,0.371,6,29,0.207,8,10,0.8,8,8
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2025Su,2025,SU,layups-only-vs-pippen-aint-easy-2,https://tdlbasketball.com/event/layups-only-vs-pippen-aint-easy-2/,1,Layups Only,d3_mondays:layups-only,d3_mondays:layups-only:2025Su,87,56,23,6,5,35,87,0.402,15,36,0.417,2,3,0.667,14,6
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2025Su,2025,SU,layups-only-vs-pippen-aint-easy-2,https://tdlbasketball.com/event/layups-only-vs-pippen-aint-easy-2/,2,Pippen Ain’t Easy,d3_mondays:pippen-ain-t-easy,d3_mondays:pippen-ain-t-easy:2025Su,99,41,24,12,5,36,82,0.439,19,51,0.373,8,13,0.615,7,4
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2025W,2025,W,layups-only-vs-pippen-aint-easy,https://tdlbasketball.com/event/layups-only-vs-pippen-aint-easy/,1,Layups Only,d3_mondays:layups-only,d3_mondays:layups-only:2025W,71,38,16,6,1,23,58,0.397,4,25,0.16,21,25,0.84,12,10
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2025W,2025,W,layups-only-vs-pippen-aint-easy,https://tdlbasketball.com/event/layups-only-vs-pippen-aint-easy/,2,Pippen Ain’t Easy,d3_mondays:pippen-ain-t-easy,d3_mondays:pippen-ain-t-easy:2025W,68,46,18,10,2,27,73,0.37,3,31,0.097,11,15,0.733,9,18
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2025Su,2025,SU,layups-only-vs-rokstars-2,https://tdlbasketball.com/event/layups-only-vs-rokstars-2/,1,Layups Only,d3_mondays:layups-only,d3_mondays:layups-only:2025Su,72,58,21,6,2,26,78,0.333,15,43,0.349,5,10,0.5,12,10
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2025Su,2025,SU,layups-only-vs-rokstars-2,https://tdlbasketball.com/event/layups-only-vs-rokstars-2/,2,ROKSTARS,d3_mondays:rokstars,d3_mondays:rokstars:2025Su,56,52,11,9,5,20,80,0.25,5,33,0.152,11,15,0.733,11,9
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024W,2024,W,most-hated-vs-brookhattan-bankers,https://tdlbasketball.com/event/most-hated-vs-brookhattan-bankers/,1,Frontrunners,premier_wednesdays:frontrunners,premier_wednesdays:frontrunners:2024W,71,33,21,9,4,28,55,0.509,4,9,0.444,11,21,0.524,11,10
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024W,2024,W,most-hated-vs-brookhattan-bankers,https://tdlbasketball.com/event/most-hated-vs-brookhattan-bankers/,2,Brookhattan Bankers,premier_wednesdays:brookhattan-bankers,premier_wednesdays:brookhattan-bankers:2024W,54,29,12,13,3,18,57,0.316,5,27,0.185,13,19,0.684,11,10
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024F,2024,F,most-hated-vs-goodrun-app-3,https://tdlbasketball.com/event/most-hated-vs-goodrun-app-3/,1,Frontrunners,premier_wednesdays:frontrunners,premier_wednesdays:frontrunners:2024F,68,35,17,9,6,28,79,0.354,7,27,0.259,5,11,0.455,5,9
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024F,2024,F,most-hated-vs-goodrun-app-3,https://tdlbasketball.com/event/most-hated-vs-goodrun-app-3/,2,@GoodRun.app,premier_wednesdays:goodrun-app,premier_wednesdays:goodrun-app:2024F,82,47,21,3,4,31,63,0.492,9,29,0.31,11,16,0.688,15,7
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024F,2024,F,most-hated-vs-manhattan-gents,https://tdlbasketball.com/event/most-hated-vs-manhattan-gents/,1,Frontrunners,premier_wednesdays:frontrunners,premier_wednesdays:frontrunners:2024F,74,35,21,11,1,30,78,0.385,7,29,0.241,7,12,0.583,11,7
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024F,2024,F,most-hated-vs-manhattan-gents,https://tdlbasketball.com/event/most-hated-vs-manhattan-gents/,2,Hoop Forever,premier_wednesdays:hoop-forever,premier_wednesdays:hoop-forever:2024F,81,42,26,8,6,30,61,0.492,11,34,0.324,10,10,1.0,17,9
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024F,2024,F,most-hated-vs-nybd,https://tdlbasketball.com/event/most-hated-vs-nybd/,1,Frontrunners,premier_wednesdays:frontrunners,premier_wednesdays:frontrunners:2024F,82,39,13,7,3,31,63,0.492,8,23,0.348,12,15,0.8,10,15
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024F,2024,F,most-hated-vs-nybd,https://tdlbasketball.com/event/most-hated-vs-nybd/,2,NYBD,premier_wednesdays:nybd,premier_wednesdays:nybd:2024F,68,33,14,6,0,23,61,0.377,12,34,0.353,10,17,0.588,9,14
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024F,2024,F,most-hated-vs-pwc-vino-3,https://tdlbasketball.com/event/most-hated-vs-pwc-vino-3/,1,Frontrunners,premier_wednesdays:frontrunners,premier_wednesdays:frontrunners:2024F,67,37,7,9,2,23,68,0.338,6,27,0.222,15,20,0.75,11,16
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024F,2024,F,most-hated-vs-pwc-vino-3,https://tdlbasketball.com/event/most-hated-vs-pwc-vino-3/,2,PWC Vino,premier_wednesdays:pwc-vino,premier_wednesdays:pwc-vino:2024F,69,26,11,7,9,23,46,0.5,7,17,0.412,16,22,0.727,14,18
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024F,2024,F,most-hated-vs-ratpack-2,https://tdlbasketball.com/event/most-hated-vs-ratpack-2/,1,Frontrunners,premier_wednesdays:frontrunners,premier_wednesdays:frontrunners:2024F,88,30,11,7,3,34,67,0.507,6,24,0.25,14,18,0.778,9,12
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024F,2024,F,most-hated-vs-ratpack-2,https://tdlbasketball.com/event/most-hated-vs-ratpack-2/,2,Ratpack,premier_wednesdays:ratpack,premier_wednesdays:ratpack:2024F,97,22,26,5,2,33,58,0.569,17,33,0.515,14,18,0.778,9,11
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024W,2024,W,most-hated-vs-tx-thunder-2,https://tdlbasketball.com/event/most-hated-vs-tx-thunder-2/,1,Frontrunners,premier_wednesdays:frontrunners,premier_wednesdays:frontrunners:2024W,80,33,17,11,11,33,70,0.471,3,15,0.2,11,16,0.688,7,8
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024W,2024,W,most-hated-vs-tx-thunder-2,https://tdlbasketball.com/event/most-hated-vs-tx-thunder-2/,2,TX Thunder,premier_wednesdays:tx-thunder,premier_wednesdays:tx-thunder:2024W,68,37,11,5,1,24,68,0.353,9,38,0.237,11,15,0.733,16,10
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024W,2024,W,nybd88-vs-most-hated,https://tdlbasketball.com/event/nybd88-vs-most-hated/,1,NYBD,premier_wednesdays:nybd,premier_wednesdays:nybd:2024W,51,34,8,12,0,20,67,0.299,6,34,0.176,5,8,0.625,13,12
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2024W,2024,W,nybd88-vs-most-hated,https://tdlbasketball.com/event/nybd88-vs-most-hated/,2,Frontrunners,premier_wednesdays:frontrunners,premier_wednesdays:frontrunners:2024W,65,43,16,10,7,27,56,0.482,2,13,0.154,9,19,0.474,20,8
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025F,2025,F,ratpack-vs-the-bad-guys-2,https://tdlbasketball.com/event/ratpack-vs-the-bad-guys-2/,1,Ratpack,premier_wednesdays:ratpack,premier_wednesdays:ratpack:2025F,82,38,13,7,1,27,66,0.409,15,38,0.395,13,16,0.812,10,9
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025F,2025,F,ratpack-vs-the-bad-guys-2,https://tdlbasketball.com/event/ratpack-vs-the-bad-guys-2/,2,The Bad Guys,premier_wednesdays:the-bad-guys,premier_wednesdays:the-bad-guys:2025F,74,42,25,7,4,29,73,0.397,9,37,0.243,7,10,0.7,10,13
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025F,2025,F,rush-hour-vs-infinite-potential,https://tdlbasketball.com/event/rush-hour-vs-infinite-potential/,1,Rush Hour,d2_sundays:rush-hour,d2_sundays:rush-hour:2025F,86,57,18,1,10,34,76,0.447,4,23,0.174,14,20,0.7,8,8
d2_sundays,D2 Sundays,d3_mondays,D3 Mondays,2025F,2025,F,rush-hour-vs-infinite-potential,https://tdlbasketball.com/event/rush-hour-vs-infinite-potential/,2,Infinite Potential,d2_sundays:infinite-potential,d2_sundays:infinite-potential:2025F,71,41,15,6,4,29,85,0.341,11,27,0.407,2,7,0.286,4,15
d3_sundays,D3 Sundays,d3_mondays,D3 Mondays,2021F,2021,F,tap-ny-vs-two-bridges,https://tdlbasketball.com/event/tap-ny-vs-two-bridges/,1,TAP NY,d3_sundays:tap-ny,d3_sundays:tap-ny:2021F,70,28,20,3,0,27,60,0.45,6,16,0.375,10,20,0.5,13,9
d3_sundays,D3 Sundays,d3_mondays,D3 Mondays,2021F,2021,F,tap-ny-vs-two-bridges,https://tdlbasketball.com/event/tap-ny-vs-two-bridges/,2,Two Bridges Elite,d3_sundays:two-bridges-elite,d3_sundays:two-bridges-elite:2021F,62,30,11,10,4,29,66,0.439,4,19,0.211,0,3,0.0,7,14
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025Su,2025,SU,the-bad-guys-vs-alligator-alliance,https://tdlbasketball.com/event/the-bad-guys-vs-alligator-alliance/,1,The Bad Guys,premier_wednesdays:the-bad-guys,premier_wednesdays:the-bad-guys:2025Su,94,33,32,14,1,36,80,0.45,10,37,0.27,12,17,0.706,10,11
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025Su,2025,SU,the-bad-guys-vs-alligator-alliance,https://tdlbasketball.com/event/the-bad-guys-vs-alligator-alliance/,2,Alligator Alliance,premier_wednesdays:alligator-alliance,premier_wednesdays:alligator-alliance:2025Su,93,36,30,5,7,37,66,0.561,16,29,0.552,3,11,0.273,16,13
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025F,2025,F,the-bad-guys-vs-expensive-league,https://tdlbasketball.com/event/the-bad-guys-vs-expensive-league/,1,The Bad Guys,premier_wednesdays:the-bad-guys,premier_wednesdays:the-bad-guys:2025F,65,31,20,9,11,24,57,0.421,7,26,0.269,19,21,0.905,6,11
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025F,2025,F,the-bad-guys-vs-expensive-league,https://tdlbasketball.com/event/the-bad-guys-vs-expensive-league/,2,Expensive League,premier_wednesdays:expensive-league,premier_wednesdays:expensive-league:2025F,52,42,11,4,5,16,55,0.291,9,27,0.333,9,15,0.6,15,10
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025Su,2025,SU,the-bad-guys-vs-goodrun-app,https://tdlbasketball.com/event/the-bad-guys-vs-goodrun-app/,1,The Bad Guys,premier_wednesdays:the-bad-guys,premier_wednesdays:the-bad-guys:2025Su,88,32,21,7,3,32,64,0.5,14,36,0.389,10,14,0.714,8,14
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025Su,2025,SU,the-bad-guys-vs-goodrun-app,https://tdlbasketball.com/event/the-bad-guys-vs-goodrun-app/,2,@GoodRun.app,premier_wednesdays:goodrun-app,premier_wednesdays:goodrun-app:2025Su,94,27,25,6,1,35,63,0.556,11,26,0.423,13,17,0.765,8,11
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025F,2025,F,the-bad-guys-vs-hoop-dreams,https://tdlbasketball.com/event/the-bad-guys-vs-hoop-dreams/,1,The Bad Guys,premier_wednesdays:the-bad-guys,premier_wednesdays:the-bad-guys:2025F,70,37,19,11,4,27,62,0.435,9,28,0.321,7,8,0.875,10,4
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025F,2025,F,the-bad-guys-vs-hoop-dreams,https://tdlbasketball.com/event/the-bad-guys-vs-hoop-dreams/,2,Hoop Dreams,premier_wednesdays:hoop-dreams,premier_wednesdays:hoop-dreams:2025F,43,39,14,5,9,20,61,0.328,2,20,0.1,1,7,0.143,12,5
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025F,2025,F,the-bad-guys-vs-team-david,https://tdlbasketball.com/event/the-bad-guys-vs-team-david/,1,The Bad Guys,premier_wednesdays:the-bad-guys,premier_wednesdays:the-bad-guys:2025F,93,41,31,21,1,38,73,0.521,9,29,0.31,8,12,0.667,4,5
premier_wednesdays,Premier,d3_mondays,D3 Mondays,2025F,2025,F,the-bad-guys-vs-team-david,https://tdlbasketball.com/event/the-bad-guys-vs-team-david/,2,Team David,premier_wednesdays:team-david,premier_wednesdays:team-david:2025F,39,28,12,2,5,15,56,0.268,3,28,0.107,4,7,0.571,21,9
d3_sundays,D3 Sundays,d3_mondays,D3 Mondays,2023W,2023,W,2-ice-in-my-veins-vs-3-bing-bong,https://tdlbasketball.com/event/2-ice-in-my-veins-vs-3-bing-bong/,1,Ice In My Veins,d3_sundays:ice-in-my-veins,d3_sundays:ice-in-my-veins:2023W,54,46,16,5,3,19,56,0.339,6,25,0.24,10,14,0.714,14,13
d3_sundays,D3 Sundays,d3_mondays,D3 Mondays,2023W,2023,W,2-ice-in-my-veins-vs-3-bing-bong,https://tdlbasketball.com/event/2-ice-in-my-veins-vs-3-bing-bong/,2,BING BONG,d3_sundays:bing-bong,d3_sundays:bing-bong:2023W,57,38,17,11,3,24,65,0.369,7,17,0.412,2,9,0.222,11,12
d3_sundays,D3 Sundays,d3_mondays,D3 Mondays,2023W,2023,W,3-bing-bong-vs-6-big-song-lil-wong,https://tdlbasketball.com/event/3-bing-bong-vs-6-big-song-lil-wong/,1,BING BONG,d3_sundays:bing-bong,d3_sundays:bing-bong:2023W,51,33,12,4,2,18,52,0.346,7,20,0.35,8,15,0.533,12,12
d3_sundays,D3 Sundays,d3_mondays,D3 Mondays,2023W,2023,W,3-bing-bong-vs-6-big-song-lil-wong,https://tdlbasketball.com/event/3-bing-bong-vs-6-big-song-lil-wong/,2,Big Song Lil Wong,d3_sundays:big-song-lil-wong,d3_sundays:big-song-lil-wong:2023W,40,6,9,1,1,15,32,0.469,3,9,0.333,7,8,0.875,7,7
d3_sundays,D3 Sundays,d3_mondays,D3 Mondays,2023W,2023,W,3-bing-bong-vs-big-bullies,https://tdlbasketball.com/event/3-bing-bong-vs-big-bullies/,1,BING BONG,d3_sundays:bing-bong,d3_sundays:bing-bong:2023W,61,29,15,7,4,25,69,0.362,6,27,0.222,5,11,0.455,13,19
d3_sundays,D3 Sundays,d3_mondays,D3 Mondays,2023W,2023,W,3-bing-bong-vs-big-bullies,https://tdlbasketball.com/event/3-bing-bong-vs-big-bullies/,2,Big Bullies,d3_sundays:big-bullies,d3_sundays:big-bullies:2023W,79,35,14,14,5,29,59,0.492,1,7,0.143,20,27,0.741,13,9
d3_tuesdays,D3 Tuesdays,d3_mondays,D3 Mondays,2025F,2025,F,4-bicoastal-baddies-vs-5-spark-plugs,https://tdlbasketball.com/event/4-bicoastal-baddies-vs-5-spark-plugs/,1,Bicoastal Baddies,d3_tuesdays:bicoastal-baddies,d3_tuesdays:bicoastal-baddies:2025F,86,22,18,6,3,32,53,0.604,13,24,0.542,9,14,0.643,11,6
d3_tuesdays,D3 Tuesdays,d3_mondays,D3 Mondays,2025F,2025,F,4-bicoastal-baddies-vs-5-spark-plugs,https://tdlbasketball.com/event/4-bicoastal-baddies-vs-5-spark-plugs/,2,Spark Plugs,d3_tuesdays:spark-plugs,d3_tuesdays:spark-plugs:2025F,92,34,33,8,4,36,74,0.486,11,28,0.393,9,14,0.643,12,12
d3_mondays,D3 Mondays,d3_mondays,D3 Mondays,2023Su,2023,SU,7-buck-clan-vs-10-spark-plugs,https://tdlbasketball.com/event/7-buck-clan-vs-10-spark-plugs/,1,Buck$ Clan,d3_mondays:buck-clan,d3_mondays:buck-clan:2023Su,59,31,17,10,3,18,51,0.353,11,29,0.379,12,25,0.48,6,9
